time (s)	Red-Voltage	IR-Voltage
9,560000	 0,019843	 0,011046
9,570000	 0,019854	 0,010854
9,580000	 0,019670	 0,010592
9,590000	 0,019595	 0,010436
9,600000	 0,019568	 0,010430
9,610000	 0,019484	 0,010321
9,620000	 0,019481	 0,010386
9,630000	 0,019414	 0,010402
9,640000	 0,019435	 0,010448
9,650000	 0,019375	 0,010454
9,660000	 0,019538	 0,010427
9,670000	 0,019435	 0,010528
9,680000	 0,019530	 0,010519
9,690000	 0,019518	 0,010635
9,700000	 0,019682	 0,010705
9,710000	 0,019618	 0,010818
9,720000	 0,019725	 0,010770
9,730000	 0,019705	 0,010811
9,740000	 0,019692	 0,010705
9,750000	 0,019735	 0,010710
9,760000	 0,019730	 0,010687
9,770000	 0,019768	 0,010717
9,780000	 0,019689	 0,010741
9,790000	 0,019750	 0,010766
9,800000	 0,019684	 0,010772
9,810000	 0,019799	 0,010707
9,820000	 0,019651	 0,010763
9,830000	 0,019753	 0,010694
9,840000	 0,019704	 0,010781
9,850000	 0,019813	 0,010807
9,860000	 0,019771	 0,010880
9,870000	 0,019773	 0,010896
9,880000	 0,019803	 0,011019
9,890000	 0,019831	 0,010910
9,900000	 0,019885	 0,010928
9,910000	 0,019889	 0,010980
9,920000	 0,019975	 0,010984
9,930000	 0,019890	 0,011065
9,940000	 0,020027	 0,011154
9,950000	 0,019949	 0,011158
9,960000	 0,020048	 0,011109
9,970000	 0,019946	 0,011000
9,980000	 0,019956	 0,010746
9,990000	 0,019834	 0,010699
