time (s)	Red-Voltage	IR-Voltage
9,870000	 0,006596	 0,004403
9,880000	 0,006558	 0,004358
9,890000	 0,006588	 0,004390
9,900000	 0,006551	 0,004411
9,910000	 0,006614	 0,004416
9,920000	 0,006570	 0,004436
9,930000	 0,006618	 0,004421
9,940000	 0,006568	 0,004400
9,950000	 0,006616	 0,004407
9,960000	 0,006596	 0,004446
9,970000	 0,006623	 0,004406
9,980000	 0,006573	 0,004402
9,990000	 0,006594	 0,004318
