# Cursors in Graph
f in Hz	A in dBV
180.175781	-14.539522
313.476562	-14.688396
416.015625	-13.937545
520.019531	-15.157643
692.871094	-14.370572

# Spectral Data
f in Hz	A in dBV
0.000000	-14.641832
1.464844	-13.877540
2.929687	-13.276436
4.394531	-12.762142
5.859375	-12.338453
7.324219	-12.030403
8.789062	-11.847292
10.253906	-11.751022
11.718750	-11.747492
13.183594	-11.770870
14.648437	-11.892494
16.113281	-12.018827
17.578125	-12.193258
19.042969	-12.360434
20.507812	-12.518947
21.972656	-12.632542
23.437500	-12.734509
24.902344	-12.783003
26.367187	-12.800934
27.832031	-12.829759
29.296875	-12.882931
30.761719	-12.946951
32.226562	-13.012674
33.691406	-13.083527
35.156250	-13.135100
36.621094	-13.172745
38.085937	-13.170188
39.550781	-13.180078
41.015625	-13.208436
42.480469	-13.251817
43.945312	-13.328974
45.410156	-13.417999
46.875000	-13.467118
48.339844	-13.474745
49.804687	-13.394848
51.269531	-13.109473
52.734375	-12.748682
54.199219	-12.493978
55.664062	-12.387298
57.128906	-12.444301
58.593750	-12.648222
60.058594	-12.984354
61.523437	-13.324086
62.988281	-13.426725
64.453125	-13.452873
65.917969	-13.415046
67.382812	-13.394809
68.847656	-13.356551
70.312500	-13.305872
71.777344	-13.257056
73.242187	-13.244684
74.707031	-13.228436
76.171875	-13.216687
77.636719	-13.213706
79.101562	-13.217375
80.566406	-13.237742
82.031250	-13.225894
83.496094	-13.220558
84.960937	-13.258610
86.425781	-13.292867
87.890625	-13.333501
89.355469	-13.393742
90.820312	-13.435995
92.285156	-13.463423
93.750000	-13.491678
95.214844	-13.485379
96.679687	-13.457728
98.144531	-13.476359
99.609375	-13.511941
101.074219	-13.560663
102.539062	-13.584949
104.003906	-13.592939
105.468750	-13.565975
106.933594	-13.606631
108.398437	-13.680281
109.863281	-13.718171
111.328125	-13.707148
112.792969	-13.669754
114.257812	-13.647167
115.722656	-13.655639
117.187500	-13.649540
118.652344	-13.650980
120.117187	-13.654808
121.582031	-13.615244
123.046875	-13.566799
124.511719	-13.511519
125.976562	-13.439021
127.441406	-13.397393
128.906250	-13.305078
130.371094	-13.252271
131.835937	-13.151677
133.300781	-13.063425
134.765625	-12.942823
136.230469	-12.751112
137.695312	-12.595521
139.160156	-12.476990
140.625000	-12.415251
142.089844	-12.429549
143.554687	-12.533285
145.019531	-12.705934
146.484375	-12.897183
147.949219	-13.092685
149.414062	-13.259609
150.878906	-13.404246
152.343750	-13.396289
153.808594	-13.230168
155.273437	-13.130746
156.738281	-13.152724
158.203125	-13.326413
159.667969	-13.629498
161.132812	-13.976969
162.597656	-14.209582
164.062500	-14.290216
165.527344	-14.338575
166.992187	-14.379064
168.457031	-14.411094
169.921875	-14.464306
171.386719	-14.509538
172.851562	-14.502536
174.316406	-14.524219
175.781250	-14.544269
177.246094	-14.540918
178.710937	-14.544737
180.175781	-14.539522
181.640625	-14.564396
183.105469	-14.601141
184.570312	-14.627971
186.035156	-14.659624
187.500000	-14.663391
188.964844	-14.683604
190.429687	-14.655407
191.894531	-14.635483
193.359375	-14.631442
194.824219	-14.602685
196.289062	-14.599342
197.753906	-14.587464
199.218750	-14.579011
200.683594	-14.542376
202.148437	-14.562863
203.613281	-14.548131
205.078125	-14.507141
206.542969	-14.466815
208.007812	-14.461939
209.472656	-14.456974
210.937500	-14.412325
212.402344	-14.402273
213.867187	-14.398058
215.332031	-14.384793
216.796875	-14.345860
218.261719	-14.297713
219.726562	-14.279722
221.191406	-14.257185
222.656250	-14.197983
224.121094	-14.156117
225.585937	-14.132505
227.050781	-14.122430
228.515625	-14.109909
229.980469	-14.103090
231.445312	-14.074529
232.910156	-14.041128
234.375000	-13.993668
235.839844	-13.926892
237.304687	-13.905552
238.769531	-13.910103
240.234375	-13.903917
241.699219	-13.892703
243.164062	-13.856796
244.628906	-13.821296
246.093750	-13.785086
247.558594	-13.735487
249.023437	-13.686904
250.488281	-13.667872
251.953125	-13.614102
253.417969	-13.518162
254.882812	-13.419208
256.347656	-13.361772
257.812500	-13.335039
259.277344	-13.330235
260.742187	-13.342787
262.207031	-13.317111
263.671875	-13.268229
265.136719	-13.236958
266.601562	-13.203686
268.066406	-13.157320
269.531250	-13.075777
270.996094	-12.973949
272.460937	-12.901259
273.925781	-12.824867
275.390625	-12.765474
276.855469	-12.748031
278.320312	-12.714093
279.785156	-12.712299
281.250000	-12.763806
282.714844	-12.865113
284.179687	-13.009302
285.644531	-13.149980
287.109375	-13.274289
288.574219	-13.425213
290.039062	-13.567287
291.503906	-13.689957
292.968750	-13.829917
294.433594	-13.922273
295.898437	-14.006434
297.363281	-14.065855
298.828125	-14.149387
300.292969	-14.225068
301.757812	-14.296268
303.222656	-14.380010
304.687500	-14.434495
306.152344	-14.464366
307.617187	-14.522886
309.082031	-14.592124
310.546875	-14.644440
312.011719	-14.682538
313.476562	-14.688396
314.941406	-14.700319
316.406250	-14.708098
317.871094	-14.735133
319.335937	-14.798987
320.800781	-14.860041
322.265625	-14.880921
323.730469	-14.922893
325.195312	-14.982102
326.660156	-15.056663
328.125000	-15.162550
329.589844	-15.245491
331.054687	-15.293587
332.519531	-15.299251
333.984375	-15.333853
335.449219	-15.394388
336.914062	-15.424192
338.378906	-15.472122
339.843750	-15.519599
341.308594	-15.547060
342.773437	-15.558228
344.238281	-15.591040
345.703125	-15.631648
347.167969	-15.643946
348.632812	-15.657517
350.097656	-15.533757
351.562500	-15.144897
353.027344	-14.770362
354.492187	-14.537926
355.957031	-14.465442
357.421875	-14.552833
358.886719	-14.795615
360.351562	-15.188034
361.816406	-15.524972
363.281250	-15.683084
