# Cursors in Graph
f in Hz	A in dBV
896.484375	-16.652077
897.949219	-16.616894
899.414062	-16.595103
900.878906	-16.571129
902.343750	-16.539531
903.808594	-16.480590
905.273437	-16.449694
906.738281	-16.424001
908.203125	-16.400481
909.667969	-16.434371
911.132812	-16.423725
912.597656	-16.402588
914.062500	-16.381189
915.527344	-16.401079
916.992187	-16.440933
918.457031	-16.462277
919.921875	-16.408802
921.386719	-16.356150
922.851562	-16.307192
924.316406	-16.238816
925.781250	-16.208215
927.246094	-16.177240
928.710937	-16.150076
930.175781	-16.104156
931.640625	-16.072584
933.105469	-16.035656
934.570312	-16.006836
936.035156	-15.981408
937.500000	-15.948937
938.964844	-15.904010
940.429687	-15.866931
941.894531	-15.830382
943.359375	-15.824798
944.824219	-15.842489
946.289062	-15.817882
947.753906	-15.754837
949.218750	-15.685063
950.683594	-15.612062
952.148437	-15.474602
953.613281	-15.327194
955.078125	-15.204462
956.542969	-15.152449
958.007812	-15.169856
959.472656	-15.205531
960.937500	-15.243317
962.402344	-15.184337
963.867187	-15.125811
965.332031	-15.106174
966.796875	-15.071859
968.261719	-15.051509
969.726562	-14.986756
971.191406	-14.898348
972.656250	-14.803499
974.121094	-14.789742
975.585937	-14.778761
977.050781	-14.772524
978.515625	-14.816606
979.980469	-14.875444
981.445312	-14.946562
982.910156	-14.993862
984.375000	-15.073616
985.839844	-15.200098
987.304687	-15.275407
988.769531	-15.386569
990.234375	-15.519569
991.699219	-15.638209
993.164062	-15.715922
994.628906	-15.794970
996.093750	-15.871274
997.558594	-15.954402

