# Cursors in Graph
f in Hz	A in dBV
180.175781	-14.582256
313.476562	-14.911354
416.015625	-14.805892
520.019531	-14.791285
692.871094	-15.060158

# Spectral Data
f in Hz	A in dBV
0.000000	-14.735918
1.464844	-13.974134
2.929687	-13.339357
4.394531	-12.780850
5.859375	-12.355157
7.324219	-12.030649
8.789062	-11.828321
10.253906	-11.754453
11.718750	-11.729722
13.183594	-11.790795
14.648437	-11.920781
16.113281	-12.128384
17.578125	-12.276366
19.042969	-12.450152
20.507812	-12.561779
21.972656	-12.651467
23.437500	-12.726927
24.902344	-12.766295
26.367187	-12.804237
27.832031	-12.849984
29.296875	-12.898516
30.761719	-12.974786
32.226562	-13.034689
33.691406	-13.109143
35.156250	-13.180289
36.621094	-13.250130
38.085937	-13.286160
39.550781	-13.328868
41.015625	-13.357154
42.480469	-13.368515
43.945312	-13.413331
45.410156	-13.472548
46.875000	-13.498180
48.339844	-13.510476
49.804687	-13.438550
51.269531	-13.241410
52.734375	-12.876556
54.199219	-12.610826
55.664062	-12.498589
57.128906	-12.551348
58.593750	-12.757354
60.058594	-13.102823
61.523437	-13.368002
62.988281	-13.493750
64.453125	-13.463767
65.917969	-13.402850
67.382812	-13.343424
68.847656	-13.293059
70.312500	-13.251238
71.777344	-13.223804
73.242187	-13.209521
74.707031	-13.200351
76.171875	-13.172408
77.636719	-13.149657
79.101562	-13.173509
80.566406	-13.214586
82.031250	-13.227048
83.496094	-13.245197
84.960937	-13.267601
86.425781	-13.285553
87.890625	-13.322139
89.355469	-13.387768
90.820312	-13.458376
92.285156	-13.494639
93.750000	-13.525708
95.214844	-13.495310
96.679687	-13.522366
98.144531	-13.532755
99.609375	-13.566302
101.074219	-13.550277
102.539062	-13.564683
104.003906	-13.567537
105.468750	-13.613585
106.933594	-13.657547
108.398437	-13.681611
109.863281	-13.690027
111.328125	-13.669088
112.792969	-13.630218
114.257812	-13.626464
115.722656	-13.611002
117.187500	-13.607950
118.652344	-13.576183
120.117187	-13.532029
121.582031	-13.466239
123.046875	-13.399747
124.511719	-13.334950
125.976562	-13.269789
127.441406	-13.204801
128.906250	-13.097017
130.371094	-12.935001
131.835937	-12.748399
133.300781	-12.593144
134.765625	-12.507213
136.230469	-12.417596
137.695312	-12.408755
139.160156	-12.493083
140.625000	-12.685101
142.089844	-12.909655
143.554687	-13.146188
145.019531	-13.355715
146.484375	-13.496704
147.949219	-13.592100
149.414062	-13.639340
150.878906	-13.665157
152.343750	-13.544892
153.808594	-13.324195
155.273437	-13.187154
156.738281	-13.198635
158.203125	-13.368752
159.667969	-13.687623
161.132812	-14.093654
162.597656	-14.345723
164.062500	-14.444285
165.527344	-14.485292
166.992187	-14.518373
168.457031	-14.519420
169.921875	-14.548367
171.386719	-14.530424
172.851562	-14.530413
174.316406	-14.540791
175.781250	-14.547185
177.246094	-14.527657
178.710937	-14.538463
180.175781	-14.582256
181.640625	-14.613593
183.105469	-14.628398
184.570312	-14.646044
186.035156	-14.693382
187.500000	-14.703869
188.964844	-14.711812
190.429687	-14.716068
191.894531	-14.688215
193.359375	-14.649765
194.824219	-14.644396
196.289062	-14.631792
197.753906	-14.575278
199.218750	-14.535152
200.683594	-14.467776
202.148437	-14.434143
203.613281	-14.383609
205.078125	-14.391502
206.542969	-14.373155
208.007812	-14.374139
209.472656	-14.379061
210.937500	-14.390683
212.402344	-14.367526
213.867187	-14.350616
215.332031	-14.345851
216.796875	-14.339893
218.261719	-14.295741
219.726562	-14.258046
221.191406	-14.194476
222.656250	-14.123709
224.121094	-14.049134
225.585937	-14.010159
227.050781	-13.966925
228.515625	-13.924373
229.980469	-13.931822
231.445312	-13.879848
232.910156	-13.855696
234.375000	-13.801411
235.839844	-13.778404
237.304687	-13.761665
238.769531	-13.751763
240.234375	-13.725884
241.699219	-13.688014
243.164062	-13.632573
244.628906	-13.607571
246.093750	-13.567341
247.558594	-13.515001
249.023437	-13.451697
250.488281	-13.367864
251.953125	-13.290095
253.417969	-13.196299
254.882812	-13.112917
256.347656	-13.015639
257.812500	-12.943514
259.277344	-12.881287
260.742187	-12.834794
262.207031	-12.761273
263.671875	-12.655638
265.136719	-12.597846
266.601562	-12.586526
268.066406	-12.586401
269.531250	-12.585456
270.996094	-12.627981
272.460937	-12.682622
273.925781	-12.779027
275.390625	-12.867011
276.855469	-13.009473
278.320312	-13.126579
279.785156	-13.251971
281.250000	-13.403444
282.714844	-13.534996
284.179687	-13.624940
285.644531	-13.732047
287.109375	-13.864503
288.574219	-14.000530
290.039062	-14.104602
291.503906	-14.219313
292.968750	-14.317677
294.433594	-14.394361
295.898437	-14.484664
297.363281	-14.517588
298.828125	-14.581058
300.292969	-14.618494
301.757812	-14.693942
303.222656	-14.737713
304.687500	-14.758038
306.152344	-14.772548
307.617187	-14.823743
309.082031	-14.863576
310.546875	-14.904179
312.011719	-14.911085
313.476562	-14.911354
314.941406	-14.947307
316.406250	-14.908108
317.871094	-14.872794
319.335937	-14.907021
320.800781	-14.988255
322.265625	-15.065176
323.730469	-15.171721
325.195312	-15.222536
326.660156	-15.273408
328.125000	-15.349690
329.589844	-15.386336
331.054687	-15.417570
332.519531	-15.433105
333.984375	-15.458029
335.449219	-15.477310
336.914062	-15.500963
338.378906	-15.515387
339.843750	-15.526506
341.308594	-15.563763
342.773437	-15.608776
344.238281	-15.630158
345.703125	-15.669769
347.167969	-15.669605
348.632812	-15.620863
350.097656	-15.515758
351.562500	-15.139054
353.027344	-14.755362
354.492187	-14.505754
355.957031	-14.422853
357.421875	-14.501155
358.886719	-14.729036
360.351562	-15.097813
361.816406	-15.419510
363.281250	-15.521222
364.746094	-15.572916
366.210937	-15.580088
367.675781	-15.575375
369.140625	-15.532754
370.605469	-15.492022
372.070312	-15.477171
373.535156	-15.460790
375.000000	-15.400773
376.464844	-15.349705
377.929687	-15.292431
379.394531	-15.240957
380.859375	-15.212565
382.324219	-15.148939
383.789062	-15.056939
385.253906	-14.949065
386.718750	-14.849087
388.183594	-14.725842
389.648437	-14.659370
391.113281	-14.566538
392.578125	-14.459119
394.042969	-14.352545
395.507812	-14.219601
396.972656	-14.107156
398.437500	-14.012954
399.902344	-13.951550
401.367187	-13.953115
402.832031	-14.023220
404.296875	-14.108941
405.761719	-14.216673
407.226562	-14.315890
408.691406	-14.438036
410.156250	-14.563535
411.621094	-14.661559
413.085937	-14.747628
414.550781	-14.776421
416.015625	-14.805892
417.480469	-14.884961
418.945312	-14.935928
420.410156	-15.009583
421.875000	-15.077967
423.339844	-15.106695
424.804687	-15.110235
426.269531	-15.128692
427.734375	-15.115448
429.199219	-15.101608
430.664062	-15.094722
432.128906	-15.078872
433.593750	-15.091041
435.058594	-15.080608
436.523437	-15.106890
437.988281	-15.102027
439.453125	-15.113423
440.917969	-15.127985
442.382812	-15.134407
443.847656	-15.092554
445.312500	-15.084877
446.777344	-15.099546
448.242187	-15.113684
449.707031	-15.075503
451.171875	-14.914727
452.636719	-14.657322
454.101562	-14.404206
455.566406	-14.267994
457.031250	-14.300225
458.496094	-14.464250
459.960937	-14.689588
461.425781	-14.875466
462.890625	-14.932673
464.355469	-14.901022
465.820312	-14.894657
467.285156	-14.881640
468.750000	-14.888859
470.214844	-14.905810
471.679687	-14.916495
473.144531	-14.949409
474.609375	-14.924759
476.074219	-14.912791
477.539062	-14.938158
479.003906	-14.939670
480.468750	-14.925220
481.933594	-14.930527
483.398437	-14.926343
484.863281	-14.920192
486.328125	-14.927043
487.792969	-14.970881
489.257812	-14.917670
490.722656	-14.902054
492.187500	-14.929880
493.652344	-14.943249
495.117187	-14.944123
496.582031	-14.964162
498.046875	-14.983321
499.511719	-14.976459
500.976562	-14.971038
502.441406	-14.943277
503.906250	-14.939860
505.371094	-14.930887
506.835937	-14.948342
508.300781	-14.968738
509.765625	-14.951312
511.230469	-14.930343
512.695312	-14.915549
514.160156	-14.900790
515.625000	-14.891218
517.089844	-14.834358
518.554687	-14.813731
520.019531	-14.791285
521.484375	-14.729284
522.949219	-14.682659
524.414062	-14.646462
525.878906	-14.554708
527.343750	-14.465983
528.808594	-14.355493
530.273437	-14.295660
531.738281	-14.274895
533.203125	-14.257476
534.667969	-14.267421
536.132812	-14.300735
537.597656	-14.377216
539.062500	-14.479078
540.527344	-14.605414
541.992187	-14.738410
543.457031	-14.890043
544.921875	-15.023982
546.386719	-15.148053
547.851562	-15.223391
549.316406	-15.297123
550.781250	-15.315018
552.246094	-15.219114
553.710937	-15.030832
555.175781	-14.883332
556.640625	-14.867320
558.105469	-15.014399
559.570312	-15.291485
561.035156	-15.613308
562.500000	-15.822028
563.964844	-15.912732
565.429687	-15.936838
566.894531	-15.936398
568.359375	-15.991959
569.824219	-16.051190
571.289062	-16.120282
572.753906	-16.127438
574.218750	-16.152842
575.683594	-16.192008
577.148437	-16.233572
578.613281	-16.252130
580.078125	-16.260569
581.542969	-16.276983
583.007812	-16.329168
584.472656	-16.312369
585.937500	-16.311937
587.402344	-16.314247
588.867187	-16.308622
590.332031	-16.323620
591.796875	-16.334669
593.261719	-16.334369
594.726562	-16.300668
596.191406	-16.290565
597.656250	-16.312228
599.121094	-16.340624
600.585937	-16.341440
602.050781	-16.336149
603.515625	-16.338274
604.980469	-16.327618
606.445312	-16.306025
607.910156	-16.285987
609.375000	-16.292951
610.839844	-16.307414
612.304687	-16.302922
613.769531	-16.253206
615.234375	-16.242555
616.699219	-16.217358
618.164062	-16.192532
619.628906	-16.192792
621.093750	-16.226232
622.558594	-16.221178
624.023437	-16.200611
625.488281	-16.142658
626.953125	-16.112653
628.417969	-16.098210
629.882812	-16.071750
631.347656	-16.037147
632.812500	-16.025436
634.277344	-15.970418
635.742187	-15.915837
637.207031	-15.844041
638.671875	-15.754545
640.136719	-15.711678
641.601562	-15.615981
643.066406	-15.528533
644.531250	-15.450193
645.996094	-15.396971
647.460937	-15.360494
648.925781	-15.271228
650.390625	-15.182649
651.855469	-15.034794
653.320312	-14.865228
654.785156	-14.729700
656.250000	-14.633008
657.714844	-14.566613
659.179687	-14.409836
660.644531	-14.280064
662.109375	-14.209659
663.574219	-14.165330
665.039062	-14.168446
666.503906	-14.202490
667.968750	-14.253230
669.433594	-14.313794
670.898437	-14.387070
672.363281	-14.497791
673.828125	-14.568346
675.292969	-14.621389
676.757812	-14.662257
678.222656	-14.726874
679.687500	-14.823472
681.152344	-14.882781
682.617187	-14.898550
684.082031	-14.940466
685.546875	-14.979826
687.011719	-15.000346
688.476562	-15.015861
689.941406	-15.031451
691.406250	-15.042875
692.871094	-15.060158
694.335937	-15.078105
695.800781	-15.110359
697.265625	-15.172760
698.730469	-15.228822
700.195312	-15.286804
701.660156	-15.300528
703.125000	-15.308431
704.589844	-15.385470
706.054687	-15.390311
707.519531	-15.385125
708.984375	-15.406235
710.449219	-15.442964
711.914062	-15.461297
713.378906	-15.465421
714.843750	-15.465803
716.308594	-15.470150
717.773437	-15.453404
719.238281	-15.470081
720.703125	-15.489650
722.167969	-15.517370
723.632812	-15.577544
725.097656	-15.589517
726.562500	-15.592657
728.027344	-15.639543
729.492187	-15.685801
730.957031	-15.692340
732.421875	-15.711581
733.886719	-15.735424
735.351562	-15.750837
736.816406	-15.790886
738.281250	-15.838158
739.746094	-15.837837
741.210937	-15.866258
742.675781	-15.881338
744.140625	-15.888918
745.605469	-15.887407
747.070312	-15.912921
748.535156	-15.883517
750.000000	-15.725908
751.464844	-15.381483
752.929687	-14.986893
754.394531	-14.717784
755.859375	-14.607180
757.324219	-14.645897
758.789062	-14.840598
760.253906	-15.194857
761.718750	-15.644190
763.183594	-15.926501
764.648437	-15.965882
766.113281	-15.967680
767.578125	-15.961671
769.042969	-15.929452
770.507812	-15.901899
771.972656	-15.861737
773.437500	-15.900996
774.902344	-15.918241
776.367187	-15.893458
777.832031	-15.836690
779.296875	-15.810965
780.761719	-15.795024
782.226562	-15.748471
783.691406	-15.713954
785.156250	-15.663856
786.621094	-15.635410
788.085937	-15.590477
789.550781	-15.499195
791.015625	-15.382913
792.480469	-15.290723
793.945312	-15.163373
795.410156	-15.072276
796.875000	-15.046589
