# Cursors in Graph
f in Hz	A in dBV
852.539062	-15.468882
854.003906	-15.167693
855.468750	-15.036819
856.933594	-15.071632
858.398437	-15.270707
859.863281	-15.639593
861.328125	-16.116848
862.792969	-16.407011
864.257812	-16.496762
865.722656	-16.531414
867.187500	-16.540057
868.652344	-16.537497
870.117187	-16.559186
871.582031	-16.547370
873.046875	-16.553990
874.511719	-16.561559
875.976562	-16.567618
877.441406	-16.576837
878.906250	-16.525815
880.371094	-16.508229
881.835937	-16.486308
883.300781	-16.507454
884.765625	-16.494743
886.230469	-16.486551
887.695312	-16.495940
889.160156	-16.493595
890.625000	-16.515856
892.089844	-16.560841
893.554687	-16.548995
895.019531	-16.545699
896.484375	-16.511874
897.949219	-16.445353
899.414062	-16.437380
900.878906	-16.406192
902.343750	-16.388081
903.808594	-16.347409
905.273437	-16.317040
906.738281	-16.296032
908.203125	-16.276218
909.667969	-16.253606
911.132812	-16.189620
912.597656	-16.150797
914.062500	-16.121162
915.527344	-16.101532
916.992187	-16.053533
918.457031	-16.023332
919.921875	-16.002539
921.386719	-15.985919
922.851562	-15.967978
924.316406	-15.913918
925.781250	-15.840744
927.246094	-15.800211
928.710937	-15.728798
930.175781	-15.690829
931.640625	-15.663389
933.105469	-15.600566
934.570312	-15.561367
936.035156	-15.502326
937.500000	-15.432453
938.964844	-15.369342
940.429687	-15.315597
941.894531	-15.254125
943.359375	-15.173686
944.824219	-15.106863
946.289062	-15.003190
947.753906	-14.873899
949.218750	-14.807309
950.683594	-14.773803
952.148437	-14.687953
953.613281	-14.622788
955.078125	-14.620773
956.542969	-14.603633
958.007812	-14.643948
959.472656	-14.703598
960.937500	-14.771067
962.402344	-14.902837
963.867187	-14.972470
965.332031	-15.064030
966.796875	-15.172581
968.261719	-15.293122
969.726562	-15.368542
971.191406	-15.424850
972.656250	-15.499320
974.121094	-15.582624
975.585937	-15.627261
977.050781	-15.710194
978.515625	-15.733607
979.980469	-15.775612
981.445312	-15.837727
982.910156	-15.927041
984.375000	-15.987395
985.839844	-16.033474
987.304687	-16.093225
988.769531	-16.182767
990.234375	-16.198002
991.699219	-16.231666
993.164062	-16.267655
994.628906	-16.321245
996.093750	-16.388105
997.558594	-16.438269

