# Cursors in Graph
f in Hz	A in dBV
180.175781	-14.616678
313.476562	-14.722643
416.015625	-13.883173
520.019531	-15.282363
692.871094	-14.209984

# Spectral Data
f in Hz	A in dBV
0.000000	-14.592371
1.464844	-13.838391
2.929687	-13.191782
4.394531	-12.638605
5.859375	-12.221231
7.324219	-11.935404
8.789062	-11.749198
10.253906	-11.676112
11.718750	-11.685289
13.183594	-11.778492
14.648437	-11.904643
16.113281	-12.069389
17.578125	-12.243998
19.042969	-12.392041
20.507812	-12.545134
21.972656	-12.639068
23.437500	-12.697747
24.902344	-12.774161
26.367187	-12.868934
27.832031	-12.920794
29.296875	-12.961040
30.761719	-13.010873
32.226562	-13.101636
33.691406	-13.160744
35.156250	-13.274909
36.621094	-13.318056
38.085937	-13.328329
39.550781	-13.379052
41.015625	-13.425402
42.480469	-13.461729
43.945312	-13.488313
45.410156	-13.503315
46.875000	-13.528276
48.339844	-13.526655
49.804687	-13.481218
51.269531	-13.209269
52.734375	-12.823101
54.199219	-12.549049
55.664062	-12.438143
57.128906	-12.490970
58.593750	-12.710834
60.058594	-13.079252
61.523437	-13.439879
62.988281	-13.602349
64.453125	-13.595091
65.917969	-13.562093
67.382812	-13.514748
68.847656	-13.484210
70.312500	-13.467542
71.777344	-13.404756
73.242187	-13.414503
74.707031	-13.362628
76.171875	-13.304111
77.636719	-13.267777
79.101562	-13.279458
80.566406	-13.320241
82.031250	-13.392374
83.496094	-13.462331
84.960937	-13.483867
86.425781	-13.492443
87.890625	-13.518280
89.355469	-13.563036
90.820312	-13.614874
92.285156	-13.640306
93.750000	-13.671988
95.214844	-13.679130
96.679687	-13.671335
98.144531	-13.649416
99.609375	-13.640987
101.074219	-13.692004
102.539062	-13.742456
104.003906	-13.778719
105.468750	-13.799758
106.933594	-13.854158
108.398437	-13.867517
109.863281	-13.866767
111.328125	-13.884282
112.792969	-13.909583
114.257812	-13.897949
115.722656	-13.896375
117.187500	-13.911844
118.652344	-13.893223
120.117187	-13.854385
121.582031	-13.800708
