# Cursors in Graph
f in Hz	A in dBV
180.175781	-14.560783
313.476562	-14.833539
416.015625	-14.548777
520.019531	-14.961979
692.871094	-15.010547

# Spectral Data
f in Hz	A in dBV
0.000000	-14.730243
1.464844	-13.978682
2.929687	-13.383488
4.394531	-12.865823
5.859375	-12.428649
7.324219	-12.126674
8.789062	-11.938386
10.253906	-11.846903
11.718750	-11.819843
13.183594	-11.806551
14.648437	-11.893446
16.113281	-12.032834
17.578125	-12.200676
19.042969	-12.381085
20.507812	-12.571934
21.972656	-12.698770
23.437500	-12.770856
24.902344	-12.807689
26.367187	-12.871884
27.832031	-12.935850
29.296875	-12.979853
30.761719	-13.028291
32.226562	-13.079740
33.691406	-13.151329
35.156250	-13.240160
36.621094	-13.277156
38.085937	-13.291536
39.550781	-13.314715
41.015625	-13.332063
42.480469	-13.348714
43.945312	-13.363688
45.410156	-13.372241
46.875000	-13.413687
48.339844	-13.437005
49.804687	-13.388732
51.269531	-13.156566
52.734375	-12.831585
54.199219	-12.560183
55.664062	-12.441124
57.128906	-12.493953
58.593750	-12.714769
60.058594	-13.079449
61.523437	-13.403375
62.988281	-13.476898
64.453125	-13.473145
65.917969	-13.431254
67.382812	-13.388002
68.847656	-13.358524
70.312500	-13.282873
71.777344	-13.211746
73.242187	-13.173624
74.707031	-13.130125
76.171875	-13.131405
77.636719	-13.152549
79.101562	-13.174244
80.566406	-13.183689
82.031250	-13.183306
83.496094	-13.214109
84.960937	-13.288660
86.425781	-13.347943
87.890625	-13.380483
89.355469	-13.430981
90.820312	-13.471380
92.285156	-13.464771
93.750000	-13.487205
95.214844	-13.540114
96.679687	-13.545101
98.144531	-13.563144
99.609375	-13.559097
101.074219	-13.594597
102.539062	-13.662835
104.003906	-13.649870
105.468750	-13.661851
106.933594	-13.677112
108.398437	-13.718624
109.863281	-13.712347
111.328125	-13.706069
112.792969	-13.699461
114.257812	-13.689926
115.722656	-13.668737
117.187500	-13.636792
118.652344	-13.572930
120.117187	-13.499440
121.582031	-13.437702
123.046875	-13.397994
124.511719	-13.332857
125.976562	-13.312277
127.441406	-13.238920
128.906250	-13.127421
130.371094	-12.996307
131.835937	-12.849854
