# Cursors in Graph
f in Hz	A in dBV
596.191406	-15.018853
597.656250	-15.026697
599.121094	-15.010351
600.585937	-15.032414
602.050781	-15.030701
603.515625	-15.049042
604.980469	-15.040843
606.445312	-15.032945
607.910156	-15.033050
609.375000	-15.060303
610.839844	-15.074900
612.304687	-15.049498
613.769531	-15.027554
615.234375	-15.008597
616.699219	-15.011875
618.164062	-15.009358
619.628906	-15.002161
621.093750	-15.013279
622.558594	-14.979951
624.023437	-14.993280
625.488281	-15.009950
626.953125	-15.002601
628.417969	-14.972704
629.882812	-14.969496
631.347656	-14.931254
632.812500	-14.909201
634.277344	-14.914183
635.742187	-14.883607
637.207031	-14.832838
638.671875	-14.779017
640.136719	-14.694031
641.601562	-14.589027
643.066406	-14.524665
644.531250	-14.404826
645.996094	-14.312029
647.460937	-14.263275
648.925781	-14.212902
650.390625	-14.163565
651.855469	-14.135543
653.320312	-14.123189
654.785156	-14.165975
656.250000	-14.211277
657.714844	-14.235068
659.179687	-14.259634
660.644531	-14.308248
662.109375	-14.398886
663.574219	-14.470451
665.039062	-14.514046
666.503906	-14.553040
667.968750	-14.593907
669.433594	-14.623277
670.898437	-14.653917
672.363281	-14.674599
673.828125	-14.721891
675.292969	-14.763351
676.757812	-14.783647
678.222656	-14.754775
679.687500	-14.752301
681.152344	-14.725613
682.617187	-14.722998
684.082031	-14.748990
685.546875	-14.781446
687.011719	-14.777674
688.476562	-14.822644
689.941406	-14.845656
691.406250	-14.861990
692.871094	-14.851352
694.335937	-14.826408
695.800781	-14.829456
697.265625	-14.847104
698.730469	-14.857469
700.195312	-14.850028
701.660156	-14.879625
703.125000	-14.912943
704.589844	-14.965089
706.054687	-14.965373
707.519531	-14.925636
708.984375	-14.911359
710.449219	-14.908543
711.914062	-14.929246
713.378906	-14.957744
714.843750	-14.957719
716.308594	-14.946757
717.773437	-14.978395
719.238281	-14.986736
720.703125	-14.967084
722.167969	-14.958022
723.632812	-14.971057
725.097656	-15.004390
726.562500	-15.024118
728.027344	-15.054400
729.492187	-15.060448
730.957031	-15.042040
732.421875	-15.039808
733.886719	-15.027128
735.351562	-15.025148
736.816406	-15.056509
738.281250	-15.048845
739.746094	-15.025666
741.210937	-15.008841
742.675781	-15.022017
744.140625	-15.036839
745.605469	-15.045847
747.070312	-15.056745
748.535156	-15.071492
750.000000	-15.065139
751.464844	-15.000097
752.929687	-14.877412
754.394531	-14.736989
755.859375	-14.662807
757.324219	-14.706015
758.789062	-14.794331
760.253906	-14.946797
761.718750	-15.028382
763.183594	-15.063650
764.648437	-15.069027
766.113281	-15.027629
767.578125	-15.020090
769.042969	-14.971583
770.507812	-14.960036
771.972656	-14.918181
773.437500	-14.875324
774.902344	-14.798132
776.367187	-14.770731
777.832031	-14.742309
779.296875	-14.727974
780.761719	-14.708633
782.226562	-14.685369
783.691406	-14.692376
785.156250	-14.723887
786.621094	-14.824913
788.085937	-14.883121
789.550781	-14.926946
791.015625	-14.960612
792.480469	-14.985758
793.945312	-15.018860
795.410156	-15.056302
796.875000	-15.091919
798.339844	-15.127601
799.804687	-15.143128
801.269531	-15.153668
802.734375	-15.136266
804.199219	-15.140313
805.664062	-15.161335
807.128906	-15.160596
808.593750	-15.166512
810.058594	-15.187320
811.523437	-15.196352
812.988281	-15.226712
814.453125	-15.247176
815.917969	-15.229559
817.382812	-15.177285
818.847656	-15.168285
820.312500	-15.189771
821.777344	-15.218898
823.242187	-15.232559
824.707031	-15.216907
826.171875	-15.173409
827.636719	-15.149539
829.101562	-15.145555
830.566406	-15.182217
832.031250	-15.199919
833.496094	-15.178419
834.960937	-15.192027
836.425781	-15.226957
837.890625	-15.218510
839.355469	-15.220127
840.820312	-15.217481
842.285156	-15.231234
843.750000	-15.244464
845.214844	-15.288963
846.679687	-15.262452
848.144531	-15.233394
849.609375	-15.234153
851.074219	-15.202673
852.539062	-15.114366
854.003906	-14.990848
855.468750	-14.915633
856.933594	-14.919741
858.398437	-15.016345
859.863281	-15.125335
861.328125	-15.202149
862.792969	-15.206639
864.257812	-15.242404
865.722656	-15.249565
867.187500	-15.263362
868.652344	-15.235985
870.117187	-15.204611
871.582031	-15.186082
873.046875	-15.172035
874.511719	-15.167314
875.976562	-15.192351
877.441406	-15.235288
878.906250	-15.262424
880.371094	-15.256264
881.835937	-15.180598
883.300781	-15.167435
884.765625	-15.162081
886.230469	-15.201663
887.695312	-15.223857
889.160156	-15.186621
890.625000	-15.161891
892.089844	-15.137790
893.554687	-15.108023
895.019531	-15.077566
896.484375	-15.043262
897.949219	-15.012393
899.414062	-14.999055
900.878906	-14.970062
902.343750	-14.870679
903.808594	-14.788508
905.273437	-14.692173
906.738281	-14.624305
908.203125	-14.623523
909.667969	-14.601885
911.132812	-14.598802
912.597656	-14.595665
914.062500	-14.595617
915.527344	-14.638513
916.992187	-14.692637
918.457031	-14.740825
919.921875	-14.762114
921.386719	-14.806316
922.851562	-14.867523
924.316406	-14.920668
925.781250	-14.964420
927.246094	-14.989734
928.710937	-15.010564
930.175781	-15.037145
931.640625	-15.088675
933.105469	-15.143676
934.570312	-15.159123
936.035156	-15.148464
937.500000	-15.123501
938.964844	-15.140412
940.429687	-15.163434
941.894531	-15.177513
943.359375	-15.199432
944.824219	-15.208379
946.289062	-15.217801
947.753906	-15.211143
949.218750	-15.196809
950.683594	-15.192703
952.148437	-15.167050
953.613281	-15.109699
955.078125	-15.056149
956.542969	-15.032874
958.007812	-15.076740
959.472656	-15.163078
960.937500	-15.205638
962.402344	-15.218781
963.867187	-15.255911
965.332031	-15.282318
966.796875	-15.274031
968.261719	-15.280549
969.726562	-15.298259
971.191406	-15.314509
972.656250	-15.311553
974.121094	-15.286858
975.585937	-15.278355
977.050781	-15.300520
978.515625	-15.316808
979.980469	-15.317040
981.445312	-15.347545
982.910156	-15.341824
984.375000	-15.296301
985.839844	-15.299948
987.304687	-15.315906
988.769531	-15.335744
990.234375	-15.368498
991.699219	-15.366759
993.164062	-15.367917
994.628906	-15.373754
996.093750	-15.387982
997.558594	-15.382092

